County of Residence,County of Residence Code,Mother's Single Race 6,Mother's Single Race 6 Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Mother's Nativity,Mother's Nativity Code,Births,Average Number of Prenatal Visits
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,8th grade or less,1,Born in the U.S. (50 US States),1,14,9
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,71,13.24
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,41,14.2
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,224,13.28
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,90,14.24
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,111,14.06
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,29,13.3
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,32,15.34
"Berks County, PA",42011,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,21,13.24
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,8th grade or less,1,Born in the U.S. (50 US States),1,28,10.07
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,60,11.98
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,30,14.47
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,262,13.5
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,69,16.81
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,179,13.28
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,37,14.54
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,119,13.45
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,28,13.71
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,200,13.32
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,16,11.12
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,74,13.88
"Berks County, PA",42011,White,2106-3,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,10,13.8
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,8th grade or less,1,Born in the U.S. (50 US States),1,21,9.57
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,8th grade or less,1,Born outside the U.S. (includes possessions),2,17,10.88
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,51,11.6
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,18,12.89
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,147,13.43
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,45,16.89
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,158,13.78
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,32,15.69
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,122,13.03
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,16,16.75
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,294,13.71
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,35,14.85
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,154,13.35
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,12,13.42
"Berks County, PA",42011,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,22,14.59
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,8th grade or less,1,Born in the U.S. (50 US States),1,15,8.73
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,13,11.38
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,10,11.3
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,63,14.03
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,21,16.6
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,59,13.95
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,16,17.19
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,43,14
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,10,16.3
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,103,14.04
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,15,14.93
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,96,14.21
"Berks County, PA",42011,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,14,13.71
"Berks County, PA",42011,White,2106-3,40-44 years,40-44,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,15,10.13
"Berks County, PA",42011,White,2106-3,40-44 years,40-44,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,14,13
"Berks County, PA",42011,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,12,16.18
"Berks County, PA",42011,White,2106-3,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,11,13.82
"Berks County, PA",42011,More than one race,M,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,10,13.4
"Berks County, PA",42011,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,18,13.39
"Berks County, PA",42011,More than one race,M,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,14,13.64
"Berks County, PA",42011,More than one race,M,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,14,12.36
"Berks County, PA",42011,More than one race,M,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,11,16.09
"Blair County, PA",42013,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,22,10.64
"Blair County, PA",42013,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,19,11.32
"Blair County, PA",42013,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,32,11.03
"Blair County, PA",42013,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,123,10.9
"Blair County, PA",42013,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,30,11.38
"Blair County, PA",42013,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,12,13.27
"Blair County, PA",42013,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,12,11.18
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,8th grade or less,1,Born in the U.S. (50 US States),1,21,6.25
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,15,9.93
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,119,11.46
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,63,11.05
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,51,11.98
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,74,12.46
"Blair County, PA",42013,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,24,12
"Blair County, PA",42013,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,63,11.27
"Blair County, PA",42013,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,35,11.66
"Blair County, PA",42013,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,31,11.87
"Blair County, PA",42013,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,76,11.39
"Blair County, PA",42013,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,43,12.35
"Blair County, PA",42013,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,14,11.57
"Blair County, PA",42013,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,23,10.74
"Blair County, PA",42013,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,15,10.67
"Blair County, PA",42013,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,10,10.2
"Blair County, PA",42013,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,26,10.88
"Bucks County, PA",42017,Asian,A,25-29 years,25-29,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,12,11
"Bucks County, PA",42017,Asian,A,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,30,10.87
"Bucks County, PA",42017,Asian,A,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,11,12.1
"Bucks County, PA",42017,Asian,A,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,16,12.27
"Bucks County, PA",42017,Asian,A,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,47,11.96
"Bucks County, PA",42017,Asian,A,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,44,11.2
"Bucks County, PA",42017,Asian,A,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,16,11.46
"Bucks County, PA",42017,Asian,A,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,12,10.55
"Bucks County, PA",42017,Asian,A,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,25,12.88
"Bucks County, PA",42017,Asian,A,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,10,10.22
"Bucks County, PA",42017,Asian,A,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,25,12.24
"Bucks County, PA",42017,Asian,A,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,10,11.89
"Bucks County, PA",42017,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,30,10.66
"Bucks County, PA",42017,Black or African American,2054-5,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,13,9.69
"Bucks County, PA",42017,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,36,9.94
"Bucks County, PA",42017,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,16,11.92
"Bucks County, PA",42017,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,27,13.42
"Bucks County, PA",42017,Black or African American,2054-5,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,10,8.8
"Bucks County, PA",42017,Black or African American,2054-5,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,10,11.3
"Bucks County, PA",42017,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,23,10.5
"Bucks County, PA",42017,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,24,12.36
"Bucks County, PA",42017,Black or African American,2054-5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,16,11.38
"Bucks County, PA",42017,Black or African American,2054-5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,10,11.38
"Bucks County, PA",42017,Black or African American,2054-5,35-39 years,35-39,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,13,12.77
"Bucks County, PA",42017,Black or African American,2054-5,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,10,12.9
"Bucks County, PA",42017,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,25,8.73
"Bucks County, PA",42017,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,20,11.89
"Bucks County, PA",42017,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,15,9.6
"Bucks County, PA",42017,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,130,11.44
